عربا,عرباً
وعروبا,وعروباً
عن,عن
ورجل,ورجل
عريب,عريب
معرب,معرب
وعربه,وعرّبه
البتي,البتّيُّ
ما,ما
تقول,تقول
في,في
وأعربته,وأعربته
أيضا,أيضاً
وأعرب,وأعرب
الأغتم,الأغتم
أي,أي
صار,صار
عربيا,عربياً
وتعرب,وتعرب
عربيا,عربياً
أي,أي
لا,لا
تنقشوا,تنقشوا
فيها,فيها
محمد,محمد
رسول,رسول
الله,اللّه
صلى,صلى
الله,اللّه
عليه,عليه
وسلم,وسلم
النبي,النبي
صلى,صلى
الله,اللّه
عليه,عليه
رضي,رضي
الله,اللّه
عنه,عنه
لا,لا
خيل,خيل
أعرب,أعرب
وإبل,وإبل
أعرب,أَعربٌ
طلق,طلقُ
الإهماد,الإهماد
وكرنا,وكرنا
بالأعرب,بالأعرب
تقود,تقود
خيلا,خيلاً
عرابا,عراباً
أي,أي
الرجل,الرجل
ملك,ملك
خيلا,خيلاً
عرابا,عراباً
أو,أو
إبلا,إبلاً
عرابا,عراباً
أو,أو
جوف,جوف
الطوي,الطويّ
صهيلا,صهيلاً
تبين,تبين
والتعريب,والتعريب
أن,أن
يتخذ,يتخذ
فرسا,فرساً
عربيا,عربياً
ورجل,ورجل
معرب,معربٌ
معه,معه
فرس,فرسٌ
عربي,عربيٌّ
وفرس,وفرسٌ
معرب,معربٌ
خلصت,خلصتْ
عربيته,عربيتهُ
وعرب,وعرّب
الفرس,الفرسَ
بزغه,بزَّغَهُ
وذلك,وذلك
أن,أنْ
تنسف,تنسفَ
أسفل,أسفلَ
حافره,حافرهُ
ومعناه,ومعناهُ
أنه,أنهُ
قد,قدْ
بان,بانَ
بذلك,بذلك
ما,ما
كان,كان
خفيا,خفيّاً
من,من
أمره,أمرهِ
لظهوره,لظهورهِ
إلى,إلى
مرآة,مرآةِ
العين,العينِ
بعد,بعد
ما,ما
كان,كان
مستورا,مستوراً
وبذلك,وبذلك
تعرف,تُعرفُ
حاله,حالهُ
أصلب,أصلبٌ
هو,هو
أم,أم
رخو,رِخْوٌ
وصحيح,وصحيح
الأزهري,الأزهريُّ
والتعريب,والتعريبُ
تعريب,تعريبُ
الفرس,الفرسِ
أشاعر,أشاعر
حافره,حافره
في,في
مواضع,مواضعَ
ثم,ثمَّ
يبزغ,يُبزَغُ
بمبزغ,بمَبْزِغٍ
بزغا,بَزْغَاً
رفيقا,رفيقاً
لا,لا
يؤثر,يؤثر
في,في
عصبه,عصبه
ليشتد,ليشتدّ
أشعره,أشعره
وعرب,وعرب
أن,أن
رجلا,رجلاً
من,من
المشركين,المشركين
الله,اللّه
عليه,عليه
وسلم,وسلم
فقال,فقال
والله,واللّه
لتكفن,لتكفنَّ
عن,عن
شتمه,شتمه
أو,أو
لأرحلنك,لأرحلنَّك
بسيفي,بسيفي
هذا,هذا
فلم,فلم
يزدد,يزدد
إلا,إلا
استعراضا,استعراضاً
الله,اللّه
عنه,عنه
ما,ما
لكم,لكم
أعراض,أعراض
الناس,الناس
أن,أنْ
لا,لا
عثم,عثمٍ
إن,إنْ
ذحول,ذحولٌ
تذكرت,تذكرت
أبو,أبو
عمار,عمار
العرب,العُرْبُ
القاموس,القاموس
المحيط,المحيط
العرب,العُرْبُ
بالضم,بالضم
وبالتحريك,وبالتحريكِ
خلاف,خِلاف
العجم,العَجَمِ
مؤنث,مُؤَنَّثٌ
وهم,وهُمْ
سكان,سُكَّانُ
الأمصار,الأمصار
أو,أو
عام,عامٌّ
والأعراب,والأَعْرابُ
منهم,منهم
سكان,سُكَّانُ
البادية,الباديةِ
لا,لا
واحد,واحدَ
له,له
ويجمع,ويُجْمَعُ
أعاريب,أعاريبَ
وعرب,وعَرَبٌ
عاربة,عارِبَةٌ
وعرباء,وعَرْباءُ
وعربة,وعَرِبَةٌ
صرحاء,صُرَحاءُ
ومتعربة,ومُتَعَرِّبَةٌ
ومستعربة,ومُسْتَعْرِبَةٌ
دخلاء,دُخَلاءُ
وعربي,وعَرَبيُّ
بين,بَيِّنُ
العروبة,العُروبَةِ
والعروبية,والعُروبِيَّةِ
والعربي,والعَرَبِيُّ
شعير,شَعيرٌ
أبيض,أبيض
وسنبله,وسُنْبُلُهُ
حرفان,حَرْفانِ
والإعراب,والإِعْرابُ
الإبانة,الإِبانَةُ
والإفصاحعن,والإِفْصاحُعن
الشيء,الشيءِ
إجراء,إجْراءُ
الفرس,الفَرَسِ
معرفتك,مَعْرِفَتُك
بالفرس,بالفَرَسِ
العربي,العَرَبِيِّ
من,من
الهجين,الهَجينِ
إذا,إذا
صهل,صَهَلَ
وأن,وأن
يصهل,يَصْهَلَ
الفرس,الفَرَسُ
فيعرف,فَيُعْرَفَ
عتقه,عُتْقُهُ
عتقه,عِتْقُهُ
وسلامته,وسَلامَتُهُ
من,من
الهجنة,الهُجْنةِ
وهذه,وهذه
خيل,خَيْلٌ
عراب,عِرابٌ
وأعرب,وأَعْرُبٌ
ومعربة,ومُعْرِبَةٌ
وإبل,وإبِلٌ
عراب,عِرابٌ
أن,أن
لا,لا
تلحن,تَلْحَن
في,في
الكلام,الكَلامِ
وأن,وأنْ
يولد,يُولَدَ
لك,لَكَ
ولد,ولَدٌ
عربي,عَرَبِيُّ
اللون,اللَّوْنِ
والفحش,والفُحْشُ
وقبيح,وقَبيحُ
الكلام,الكَلامِ
كالتعريب,كالتَّعْريبِ
والعرابة,والعِرَابَةِ
والاستعراب,والاسْتِعْرابِ
والرد,والرَّدُّ
عن,عن
القبيح,القبيح
ضد,ضِدُّ
والنكاح,والنِّكاحُ
أو,أو
التعريض,التَّعْريضُ
به,به
وإعطاء,وإعْطاءُ
العربون,العَرَبونِ
كالتعريب,كالتَّعْريبِ
والتزوج,والتَّزَوُّجُ
بالعروب,بالعَروبِ
للمرأة,للمَرْأةِ
المتحببة,المُتَحَبِّبةِ
إلى,إلى
زوجها,زَوْجِها
أو,أو
العاصية,العاصِيَةِ
له,لَهُ
أو,أو
العاشقة,العاشِقَةِ
له,لَهُ
أو,أو
المتحببة,المُتَحَبِّبَةِ
إليه,إليه
المظهرة,المُظْهرةِ
له,له
ذلك,ذلك
أو,أو
الضحاكة,الضحَّاكَةِ
عرب,عُرُبٌ
كالعروبة,كالعَروبَةِ
العربة,العَرِبَةِ
عربات,عَرِباتٌ
والعرب,والعَرْبُ
النشاط,النَّشاطُ
ويحرك,ويُحَرَّكُ
وبالكسر,وبالكسر
يبيس,يَبِيسُ
البهمى,البُهْمَى
وبالتحريك,وبالتَّحريكِ
فساد,فَسادُ
المعدة,المَعِدَةِ
والماء,والماءُ
الكثير,الكثيرُ
الصافي,الصَّافي
ويكسر,ويُكْسَرُ
راؤه,راؤُه
كالعربب,كالعُرْبُبِ
وناحية,وناحِيةٌ
بالمدينة,بالمَدينةِ
وبقاء,وبَقاءُ
أثر,أثَرِ
الجرح,الجُرْحِ
بعد,بعدَ
البرء,البُرْءِ
والتعريب,والتَّعْريبُ
تهذيب,تَهْذيبُ
المنطق,المَنْطِقِ
من,من
اللحن,اللَّحْنِ
وقطع,وقَطْعُ
سعف,سَعَفِ
النخل,النَّخْلِ
وأن,وأنْ
تبزغالقرحة,تَبْزُغَالقَرْحَةَ
على,على
أشاعر,أشاعِرِ
الدابة,الدَّابَّةِ
ثم,ثم
تكويها,تَكويهَا
وتقبيح,وتَقْبيحُ
قول,قولِ
القائل,القائلِ
والرد,والرَّدُّ
عليه,عليه
والتكلم,والتَّكَلُّمُ
عن,عن
القوم,القَوْمِ
والإكثار,والإِكْثارُ
من,من
شرب,شُرْبِ
الماء,الماءِ
الصافي,الصَّافي
واتخاذ,واتِّخاذُ
قوس,قَوْسٍ
عربي,عَرَبِيٍّ
وتمريض,وتَمْريضُ
العرب,العَرِبِ
أي,أي
الذرب,الذَّرِبِ
المعدة,المَعِدَةِ
وعروبة,وعَروبَةُ
وباللام,وباللاَّمِ
يوم,يومُ
الجمعةوابن,الجُمُعَةِوابنُ
أبي,أبي
العروبة,العَروبَةِ
باللام,باللاَّمِ
وتركها,وتَرْكُها
لحن,لَحْنٌ
أو,أو
قليل,قَليلٌ
والعرابات,والعَراباتُ
مخففة,مُخَفَّفَةً
واحدتها,واحِدَتُها
عرابة,عَرابَةٌ
شمل,شُمُلُ
ضروع,ضُروعِ
الغنم,الغَنَمِ
وعاملها,وعامِلُها
عراب,عَرَّابُ
وعرب,وعَرِبَ
كفرح,كَفَرِحَ
نشط,نَشِطَ
وورم,ووَرِمَ
وتقيح,وتَقَيَّحَ
الجرح,الجُرْحُ
بقي,بَقِيَ
أثره,أثَرهُ
بعد,بعدَ
البرء,البُرْءِ
معدته,مَعِدَتُهُ
فسدت,فَسَدَتْ
النهر,النَّهَرُ
غمر,غَمَرَ
فهو,فهو
عارب,عارِبٌ
وعاربة,وعارِبَةٌ
البئر,البِئْرُ
كثر,كَثُرَ
ماؤها,ماؤُها
فهي,فهي
عربةوكضرب,عَرِبَةٌوكضَرَبَ
أكل,أكَلَ
والعربة,والعَرَبَةُ
محركة,مُحَرَّكةً
النهر,النَّهَرُ
الشديد,الشديدُ
الجري,الجَرْيِ
والنفس,والنَّفْسُ
وناحية,وناحِيةٌ
قرب,قُرْبَ
المدينةوأقامت,المَدينةِوأقامَتْ
قريش,قُرَيْشٌ
بعربة,بعَرَبَةَ
فنسبت,فَنُسِبَتِ
العرب,العَرَبُ
إليها,إليها
وهي,وهي
باحة,باحَةُ
العرب,العَرَبِ
وباحة,وباحةُ
دار,دارِ
أبي,أبي
الفصاحة,الفصاحَةِ
إسماعيل,إسماعيلَ
عليه,عليه
السلام,السلام
واضطر,واضْطُرَّ
الشاعر,الشاعِرُ
إلى,إلى
تسكين,تَسْكينِ
رائها,رائِها
فقالوعربة,فقالوعَرْبَةُ
أرض,أرضٌ
ما,ما
يحل,يُحِلُّ
حرامها,حَرامَها
من,منَ
الناس,الناسِ
إلا,إلاَّ
اللوذعي,اللَّوْذَعِيُّ
الحلاحليعني,الحُلاحِلُيَعني
النبي,النبيَّ
صلى,صلَّى
الله,الله
عليه,عليه
وسلم,وسلَّم
والعربات,والعَرَباتُ
طريق,طريقٌ
في,في
جبل,جَبَلٍ
بطريق,بطَريقِ
مصر,مِصْرَ
وسفن,وسُفُنٌ
رواكد,رَواكِدُ
كانت,كانَتْ
في,في
دجلة,دَجْلَةَ
وما,وما
بها,بِها
عريب,عَريبٌ
ومعرب,ومُعْرِبٌ
أحد,أحَدٌ
والعربان,والعُرْبانُ
والعربون,والعُرْبونُ
بضمهما,بضَمِّهِما
والعربون,والعَرَبونُ
محركة,مُحَرَّكَةً
وتبدل,وتُبْدَلُ
عينهن,عَيْنُهُنَّ
همزة,هَمْزَةً
ما,ما
عقد,عُقِدَ
به,به
المبايعة,المُبايَعَةُ
من,من
الثمن,الثَّمَنِ
وعربان,وعَرَبانُ
محركة,مُحَرَّكَةً
بالخابور,بالخابورِ
وعرابة,وعَرَابَةُ
بن,بنُ
أوس,أوْسِ
بن,بنِ
قيظي,قَيْظِيٍّ
كريم,كَريمٌ
مويعرب,مويَعْرُبُ
بن,بنُ
قحطان,قَحْطانَ
أبو,أبو
اليمن,اليَمَنِ
قيل,قيلَ
أول,أوَّلُ
من,من
تكلم,تَكلَّمَ
بالعربيةوبشير,بالعَرَبيَّةِوبَشيرُ
بن,بنُ
جابر,جابِرِ
بن,بنِ
عراب,عُرابٍ
كغراب,كغُرابٍ
صحابيوعرابي,صَحابيُّوعُرابيُّ
بن,بن
معاوية,معاوِيَةَ
بن,بنِ
عرابي,عُرابِيٍّ
بالضم,بالضم
من,من
أتباع,أتباع
التابعينوعرابي,التَّابِعينَوعَرابِيُّ
بالفتح,بالفتح
لقب,لَقَبُ
محمد,محمدِ
بن,بنِ
الحسين,الحُسَينِ
بن,بنِ
المبارك,المُباركِ
وعريب,وعَريبٌ
كغريب,كغَريبٍ
رجل,رجُلٌ
وفرسوكسحاب,وفَرَسٌوكسَحابٍ
حمل,حَمْلُ
الخزم,الخَزَمِ
لشجر,لشَجَرٍ
يفتل,يُفْتَلُ
من,من
لحائه,لِحائِه
الحبال,الحِبالُ
وألقى,وألْقى
عربونه,عَرَبونَه
ذا,ذا
بطنه,بَطْنِه
واستعربت,واسْتَعْرَبَتِ
البقرة,البَقَرَةُ
اشتهت,اشْتَهَتِ
الفحل,الفَحْلَ
وعربها,وعَرَّبَها
الثور,الثَّوْرُ
شهاها,شَهَّاها
ولا,ولا
تنقشوا,تَنْقُشوا
في,في
خواتيمكم,خواتيمِكُمْ
عربيا,عَرَبيًّا
أي,أي
لا,لا
تنقشوا,تَنْقُشوا
محمد,محمدٌ
رسول,رسولُ
الله,اللَّهِ
كأنه,كأنَّهُ
قال,قال
نبيا,نَبيًّا
عربيا,عَرَبِيًّا
يعني,يَعْني
نفسه,نَفْسَه
صلى,صلَّى
الله,الله
عليه,عليه
وسلم,وسلَّم
وتعرب,وتَعَرَّبَ
أقام,أقامَ
بالبادية,بالبادِيَةِ
وعروباء,وعَرُوباءُ
اسم,اسْمُ
السماء,السَّماءِ
السابعةوابن,السابِعَةِوابنُ
العربي,العَرَبِيِّ
القاضي,القاضي
أبو,أبو
بكر,بكْرٍ
المالكيوابن,المالِكيُّوابنُ
عربي,عَرَبِيِّ
محمد,محمدُ
بن,بنُ
عبد,عبدِ
الله,اللَّهِ
الحاتمي,الحاتميُّ
الطائي,الطائيُّ
النشاط,النَّشاطُ
وطيب,وطيبُ
النفس,النَّفس
والثالث,والثالث
فساد,فسادٌ
في,في
جسم,جسمٍ
أو,أو
عضوفالأول,عضوفالأوّل
قولهم,قولهم
أعرب,أعرب
الرجل,الرّجُل
عن,عن
نفسه,نفسه
إذا,إذا
بين,بيَّنَ
وسلم,وسلم
الثيب,الثَّيِّبُ
يعرب,يُعرِب
عنها,عنها
لسانها,لسانُها
والبكر,والبِكر
تستأمر,تُسْتَأْمَر
فينفسهاوجاء,فينفسهاوجاء
في,في
الحديث,الحديث
يستحب,يستحبُّ
حين,حين
يعرب,يُعرِب
الصبي,الصبيُّ
أن,أن
يقول,يقول
سبع,سبْعَ
مرات,مرات
أي,أي
حين,حين
يبين,يُبِين
عن,عن
نفسهوليس,نفسهوليس
هذا,هذا
من,من
إعراب,إعراب
الكلاموإعراب,الكلاموإعرابُ
الكلام,الكلام
أيضا,أيضاً
من,من
هذا,هذا
القياس,القياس
لأن,لأنَّ
بالإعراب,بالإعراب
يفرق,يُفرَق
بين,بين
أبواب,أبواب
هذا,هذا
النحو,النَّحو
من,من
العلمفأما,العلمفأمّا
الأمة,الأمَّة
التي,التي
تسمى,تسمَّى
العرب,العربَ
فليس,فليس
ببعيد,ببعيدٍ
أن,أن
يكون,يكون
سميت,سمِّيت
عربا,عَرَبا
من,من
هذا,هذا
القياس,القياس
لأن,لأنَّ
لسانها,لسانَها
أعرب,أعْرَبُ
الألسنة,الألسنة
وبيانها,وبيانَها
أجود,أجودُ
البيانومما,البيانوممّا
يوضح,يوضِّح
هذا,هذا
الحديث,الحديثُ
الذي,الذي
جاء,جاء
إن,إنَّ
العربية,العربيَّة
ليست,ليست
بابا,باباً
واحدا,واحداً
لكنها,لكنّها
لسان,لسانٌ
ناطقومما,ناطقوممّا
يدل,يدل
على,على
هذا,هذا
أيضا,أيضاً
قول,قولُ
العرب,العرب
ما,ما
بها,بها
عريب,عَرِيبٌ
أي,أي
ما,ما
بها,بها
أحد,أحدٌ
كأنهم,كأنَّهم
يعرب,يُعرِب
عن,عن
نفسه,نفسه
قال,قال
الخليل,الخليل
العرب,العَرَب
العاربة,العاربة
هم,هم
الصريحوالأعاريب,الصَّريحوالأعاريب
جماعة,جماعة
الأعرابورجل,الأعرابورجلٌ
عربي,عربيّ
قال,قال
وأعرب,وأعرب
الرجل,الرّجُل
إذا,إذا
أفصح,أفَصَح
القول,القَولَ
وهو,وهو
عرباني,عَرَبانيُّ
اللسان,اللِّسان
فصيحوأعرب,فصيحوأعرب
الفرس,الفرس
خلصت,خَلَصت
عربيته,عربيّتُه
وفاتته,وفاتَته
القرفة,القِرْفة
والإبل,والإبل
العراب,العِرابُ
هي,هي
العربيةوالعرب,العربيةوالعرب
المستعربة,المستعربة
هم,هم
الذين,الذين
دخلوا,دخَلُوا
بعد,بَعدُ
فاستعربوا,فاستعربوا
وتعربواوالأصل,وتعرَّبواوالأصل
الآخر,الآخَر
المرأة,المرأة
العروب,العَرُوب
الضحاكة,الضَّحاكة
الطيبة,الطيِّبة
النفس,النفس
وهن,وهُنَّ
العرب,العُرُب
قال,قال
الله,الله
تعالى,تعالى
فجعلناهن,فَجَعَلْنَاهُنَّ
أبكارا,أَبْكاراً
عربا,عُرُباً
أترابا,أَتْرَاباً
الواقعة,الواقعة
قال,قال
أهل,أهلُ
التفسير,التَّفسير
هن,هنَّ
المتحببات,المتحبِّبات
إلى,إلى
أزواجهنوالعرب,أزواجهنّوالعَرْب
بسكون,بسكون
الراء,الراء
النشاط,النَّشاط
قالوالعرب,قالوالعَرَب
الأثر,الأَثَر
بفتح,بفتح
الراء,الراء
يقال,يقال
منه,منه
عرب,عَرِب
يعرب,يَعْرَب
عرباوالأصل,عَرَباًوالأصل
الثالث,الثالث
قولهم,قولُهم
عربت,عَرِبَت
معدته,معدتُه
إذا,إذا
فسدت,فسدت
تعرب,تَعْرَب
عرباويقال,عَرَباًويقال
من,من
ذلك,ذلك
امرأة,امرأةٌ
عروب,عَروبٌ
أي,أي
فاسدة,فاسدة
أنشدنا,أنشدنا
علي,عليُّ
بن,بن
إبراهيم,إبراهيمَ
القطان,القَطّان
قال,قال
أنشدنا,أنشدنا
ثعلب,ثعلبٌ
عن,عن
ابن,ابن
الأعرابي,الأعرابيّ
وما,وما
خلف,خَلَفٌ
من,من
أم,أمِّ
عمران,عِمرانَ
سلفعمن,سَلْفَعٌمن
السود,السُّودِ
ورهاء,وَرهْاءُ
العنان,العِنان
عروب,عَرُوبُ
فأما,فأمَّا
يوم,يوم
الجمعة,الجُمعة
فإنه,فإِنَّه
يدعى,يُدعى
العروبة,العَرُوبة
وهو,وهو
اسم,اسمٌ
عندنا,عندنا
موضوع,موضوعٌ
على,على
غير,غير
إنه,إِنَّه
كان,كان
يسمى,يسمَّى
في,في
الزمن,الزَّمن
القديم,القديمِ
العروبةوكتاب,العَرُوبةوكتابُ
الله,الله
تعالى,تعالى
وحديث,وحديثُ
رسول,رسول
الله,الله
وسلم,وسلم
لم,لم
يجئ,يجئْ
إلا,إلاّ
بذكر,بذكر
الجمعة,الجُمعة
على,على
أنهم,أنَّهم
قد,قد
أنشدواوأنشدوا,أنشدواوأنشدوا
أيضا,أيضاً
يا,يا
حسنه,حُسْنَهُ
عند,عند
العزيز,العزيز
إذا,إذا
بدايوم,بدايوم
العروبة,العَرُوبة
واستقر,واستقَرَّ
المنبر,المِنْبرُ
وكل,وكلُّ
هذا,هذا
عندنا,عندنا
مما,مما
لا,لا
يعول,يعوَّل
على,على
صحته,صحّته
لأي,لأي
لسان,لسان
العرب,العرب
اللأى,الَّلأَى
الإبطاء,الإِبْطاء
والاحتباس,والاحْتِباس
بوزن,بوزن
اللعا,اللَّعا
فيها,فيها
ما,ما
ليس,ليس
من,مِن
لفظها,لفظها
كقولك,كقولك
لقيته,لَقِيته
التقاطا,التِقاطاً
وقتلته,وقَتَلْته
صبرا,صَبْراً
ورأيته,ورأَيته
عيانا,عِياناً
قال,قال
زهير,زهير
فلأيا,فَلأْياً
عرفت,عَرفت
الدار,الدارَ
بعد,بعد
توهم,توهُّم
وقال,وقال
اللحياني,اللحياني
اللأي,الَّلأْيُ
